"0.3244 0.010099999999999991 0.1889 Force: 2.3003734448496056 0.07162075151967014 1.3395207883233369 "
"0.3244 0.010099999999999991 0.1889 Force: 0.32439999458103586 0.010099999831283782 0.18889999684450576 "
"2.3003734064228443 0.0716207503232759 1.339520765947211  Force: 2.3003734064228443 0.0716207503232759 1.339520765947211 "
"0.32440001097597804 0.010100000341730503 0.1889000063913756  Force: 0.32440001097597804 0.010100000341730503 0.1889000063913756 "
"2.300373279609505 0.07162074637501842 1.3395206921030685  Force: 2.300373279609505 0.07162074637501842 1.3395206921030685 "
"0.3244000367205054 0.010100001143270965 0.18890002138256307  Force: 0.3244000367205054 0.010100001143270965 0.18890002138256307 "
